Square Feet,Year Built,Garage Spaces,Lot Size,,City,Neighborhood,Number of Bedrooms,Number of Bathrooms,,Price
2233,2012,0,0.327046266,,Los Angeles,Urban,3,2.913791469,,225358765.7
1553,1982,0,0.670013065,,Kansas City,Rural,2,3.307509609,,159203128.5
1827,1964,1,0.165136009,,Kansas City,Urban,4,2.105687407,,184198606.6
1467,1980,2,0.19687818,,Los Angeles,Rural,3,3.880035642,,148380393.6
2477,1970,0,0.682331522,,Houston,Urban,4,3.46138387,,251836261.4
2291,1952,1,0.780190661,,New York,Urban,2,3.561845389,,233743091.7
1385,2015,1,0.389394737,,Houston,Rural,4,1.516582802,,140820717.4
1774,1984,2,0.540705759,,New York,Suburban,4,1.812889624,,180674495.5
1847,1990,1,0.951140228,,Los Angeles,Rural,4,1.856879799,,189979967.1
1386,2008,0,0.950989206,,Houston,Suburban,3,1.81272767,,143715900.6
1876,1965,1,0.376752497,,Houston,Suburban,2,3.566224486,,190161229.3
1258,2005,0,0.828989088,,New York,Urban,1,1.095654386,,130167119.5
1282,1994,1,0.634549648,,New York,Urban,3,1.228299967,,131779870.7
2649,2008,0,0.977936044,,New York,Urban,1,1.821744612,,270051311.1
2898,1999,0,0.529852213,,New York,Urban,1,1.599618924,,292739232.5
1039,1961,1,0.797236181,,Kansas City,Urban,3,1.695578842,,108493349.3
1485,1961,0,0.791323417,,Los Angeles,Rural,3,3.393829568,,153171154.3
1928,1982,1,0.547689581,,New York,Rural,2,2.689379782,,196065151.4
1219,1998,1,0.816067103,,Houston,Rural,2,1.017311984,,126301633.9
2152,1970,1,0.3349363,,Houston,Rural,4,2.287968297,,217531279.1
2014,2009,0,0.210027733,,Houston,Urban,1,2.223654781,,202736912.8
2023,2001,1,0.48264737,,New York,Rural,2,1.341835808,,205043874.5
2543,2003,2,0.949267591,,Los Angeles,Rural,4,3.028425366,,259613469.9
1612,1988,0,0.550670147,,Kansas City,Suburban,2,3.106291565,,164461322.6
1927,1998,2,0.671733225,,New York,Urban,3,3.162679657,,196610867.1
2915,2013,2,0.66174621,,New York,Rural,2,3.185412837,,295237637
1687,1975,2,0.219315581,,Kansas City,Rural,1,1.000158481,,170201589.8
2642,2020,2,0.451267194,,Los Angeles,Rural,2,3.861762412,,266900968.2
1612,1956,1,0.736245076,,New York,Urban,1,3.442626301,,165544422.4
1259,2021,2,0.974791089,,Houston,Rural,3,3.71194509,,131252351.3
1989,2011,0,0.251215964,,Houston,Suburban,1,1.046929886,,200344599.6
1965,1973,2,0.469397701,,New York,Urban,2,3.801576387,,199522106.7
1365,1989,2,0.18558442,,Los Angeles,Suburban,4,3.429365586,,138095124.5
2781,1996,2,0.318138814,,Houston,Urban,3,3.511657429,,280279068.4
2810,1957,1,0.439083409,,Houston,Rural,2,1.279862154,,283741406.7
1543,2003,2,0.586578923,,Kansas City,Urban,3,3.216334087,,157764119.7
1648,1958,2,0.307510194,,Los Angeles,Urban,3,3.879750069,,167143532.2
2547,1952,2,0.304806395,,New York,Urban,2,3.035642024,,256946705.1
2930,2003,0,0.800046981,,Kansas City,Suburban,2,2.711684214,,297403611.2
1813,1970,1,0.966377497,,Kansas City,Urban,4,3.836889033,,186904654.2
2910,1997,1,0.391251671,,Kansas City,Rural,3,2.328811365,,293430919.2
2039,1996,1,0.719192817,,Los Angeles,Urban,3,2.797880699,,208010805.1
2152,2017,0,0.332272415,,Los Angeles,Urban,2,2.42901488,,217173538.2
1574,2012,2,0.935157029,,Los Angeles,Rural,1,3.798538664,,162505675.5
2132,1965,0,0.705612124,,New York,Rural,2,1.22825418,,217210179.7
2910,1954,1,0.822409169,,Los Angeles,Suburban,3,2.503359102,,295814797.8
2012,1960,1,0.144418639,,Kansas City,Rural,2,3.060857324,,202586657.5
2556,1978,1,0.638655371,,Houston,Rural,4,3.375719615,,259491455.8
1669,2019,0,0.574851098,,New York,Rural,1,2.749055942,,170050434.7
1268,1997,1,0.363697216,,New York,Urban,2,3.726753232,,129147992.6
2185,1964,2,0.336186987,,New York,Suburban,4,3.825974341,,221002883
2283,1983,0,0.622022322,,Kansas City,Rural,3,1.19295767,,231849583.4
1923,2009,2,0.735837072,,Los Angeles,Rural,2,2.207111619,,196354718.7
2125,2011,1,0.129855481,,Kansas City,Rural,3,1.070377065,,213459555.7
2529,1951,1,0.610661424,,Houston,Urban,4,1.988249972,,256682425.9
2758,1968,0,0.253413576,,Los Angeles,Urban,3,2.610604654,,277687863.2
2594,1998,2,0.226326458,,Houston,Suburban,4,3.732384792,,261176561.2
1246,1977,0,0.660807539,,New York,Suburban,4,3.539662967,,128599512.4
2663,1997,2,0.379783105,,New York,Urban,4,1.38249918,,268672603
2818,1986,1,0.49679221,,Kansas City,Rural,2,1.279091124,,284684892.9
2860,1998,0,0.423998928,,Los Angeles,Rural,3,2.767802016,,288602579.8
2560,1997,0,0.683502688,,New York,Suburban,3,2.596353917,,259892240
1130,2022,2,0.523107789,,Kansas City,Rural,1,1.799132924,,115845473.9
1352,1978,1,0.967112796,,Houston,Urban,1,3.698359254,,140607940.9
1195,2009,1,0.417144483,,Kansas City,Suburban,1,3.782099228,,122009379.9
2816,1978,2,0.766255906,,Los Angeles,Urban,1,2.207834315,,285911867.1
2939,2007,2,0.331563311,,Los Angeles,Urban,3,3.670907671,,296103134.6
1929,1997,2,0.557877783,,Los Angeles,Rural,4,2.151846683,,196220777.4
2689,1972,2,0.597312777,,New York,Urban,4,3.210450495,,272622347.7
2405,1976,2,0.396198353,,Kansas City,Urban,2,2.427826653,,243038078.8
2021,1956,1,0.524602476,,Houston,Rural,4,1.36774947,,205380593.6
1644,1998,1,0.351350774,,Los Angeles,Urban,3,3.783802604,,166735539.1
1226,2003,0,0.105400704,,Kansas City,Rural,3,2.36228978,,123554175.3
1700,2017,1,0.294083471,,New York,Urban,3,3.203461121,,171910676.9
2499,1991,2,0.730057755,,Houston,Rural,2,2.101521443,,254007902.9
2500,2008,1,0.793866722,,Houston,Rural,1,1.056642636,,254193581.8
1264,1993,1,0.35218258,,Houston,Suburban,4,1.301591076,,128628532.2
2395,1975,1,0.467238699,,New York,Urban,3,2.488658438,,242432842.9
2509,1972,0,0.133629094,,Los Angeles,Urban,3,3.069893071,,252203387.5
2457,2022,0,0.313356611,,New York,Suburban,1,2.00420598,,247472098.5
1645,1957,2,0.801297355,,Houston,Rural,3,3.086465378,,169257971.7
1210,2002,2,0.645387643,,Kansas City,Rural,4,3.095906768,,124804131.2
2595,1963,0,0.28519347,,Houston,Suburban,2,3.111807722,,261559352.9
2963,2020,1,0.331697796,,Kansas City,Suburban,3,2.477565562,,298329306.4
2400,1956,1,0.835121821,,New York,Rural,4,3.74465845,,245011458.5
2418,1958,0,0.288175783,,New York,Rural,3,2.467589554,,243900948.1
2473,1952,2,0.400741953,,New York,Suburban,1,2.35079558,,249925019.4
1942,1966,1,0.697922822,,Kansas City,Urban,3,1.598142457,,198264474.8
2387,1993,2,0.605001147,,New York,Rural,3,1.922965262,,242209228.1
2899,1995,1,0.514783185,,Los Angeles,Suburban,2,1.127003478,,292818441.2
1456,2007,2,0.909766982,,Houston,Urban,1,2.900605881,,150536380.4
1724,1977,1,0.297739416,,Los Angeles,Urban,1,1.745607232,,174319617.6
2751,1963,2,0.767277902,,Kansas City,Urban,2,1.912465763,,279519824.4
2249,1958,2,0.243157457,,New York,Urban,3,3.312443565,,226879220.6
1981,1975,2,0.65416045,,Houston,Suburban,4,1.981663549,,201999427
2154,1951,0,0.883561207,,New York,Rural,1,1.726587676,,220357300.1
1587,1983,2,0.512111607,,New York,Urban,1,1.507173247,,161663596
1475,1968,0,0.751865056,,Houston,Urban,3,3.324575207,,151933668.4
2821,1988,0,0.838354018,,Houston,Suburban,3,1.389118774,,286720954
1985,1962,2,0.222423782,,Los Angeles,Urban,1,2.361261281,,200184213.5
2300,1954,0,0.735244206,,Los Angeles,Suburban,3,2.520790348,,234360280.3
1155,1999,0,0.927856922,,Los Angeles,Suburban,4,3.062169738,,120688947.3
2783,1972,0,0.618733549,,Los Angeles,Rural,1,2.899850447,,281916156.5
2241,1978,1,0.26751002,,Los Angeles,Urban,4,3.432162019,,226139962.3
1189,2021,2,0.214248278,,Kansas City,Rural,4,1.134254302,,120306310.5
2440,1975,0,0.333761797,,Kansas City,Suburban,3,1.889322174,,246200508.2
1980,2006,2,0.193161942,,New York,Urban,4,1.840402356,,199428839.9
2698,1950,0,0.562054664,,New York,Suburban,3,1.438050717,,273233127.1
2715,1977,2,0.162734214,,Los Angeles,Suburban,2,1.867534762,,272823736.2
1545,2011,0,0.301064162,,New York,Suburban,3,1.929295942,,156360018
1040,1996,1,0.4959194,,Kansas City,Urban,4,2.565653386,,107027021
1306,2008,1,0.526523275,,Kansas City,Suburban,2,2.991113437,,133651949.9
1942,1980,1,0.608858637,,New York,Suburban,3,2.143301541,,197790040.8
1337,2019,0,0.735053466,,Los Angeles,Urban,4,3.158410694,,137832148.1
2337,1998,2,0.142505776,,Kansas City,Rural,1,2.008496016,,234778166.1
2098,1954,0,0.172558857,,Houston,Suburban,1,1.870851032,,211198108.1
1952,1980,1,0.154773237,,Houston,Rural,3,2.623564168,,196555633.5
1278,1986,0,0.480835284,,New York,Rural,3,1.071149081,,130619512.6
2199,1964,2,0.13766315,,Los Angeles,Rural,1,1.239367371,,221066268.3
1895,2001,1,0.77147314,,New York,Rural,4,2.253908631,,193856408.8
2685,2018,0,0.300700163,,Los Angeles,Rural,4,3.828738134,,270515656.2
1272,1960,2,0.945291244,,Los Angeles,Rural,4,3.16453534,,132718796.4
1836,1992,1,0.53776338,,Houston,Urban,3,1.264379709,,186708645.4
1619,2019,2,0.501693177,,Kansas City,Urban,2,3.538954038,,164833887.4
2674,1972,2,0.802484823,,Kansas City,Rural,2,3.196902312,,272047191.8
1861,1989,1,0.741838586,,New York,Urban,2,2.832839577,,190311655.9
2806,2012,0,0.646578137,,New York,Urban,2,3.460878882,,284247456.6
2882,1951,0,0.941632036,,Los Angeles,Rural,2,2.212329543,,293534084.9
1930,2022,0,0.480033335,,Kansas City,Rural,3,1.664503153,,195680004.4
1288,1996,0,0.827678508,,Los Angeles,Suburban,3,2.536070167,,133413597.8
1723,1979,2,0.442083651,,Houston,Urban,2,2.646525267,,175068907.7
1892,1965,0,0.854511107,,Houston,Rural,3,2.614979116,,194108679
1271,2008,0,0.333527166,,Los Angeles,Urban,3,2.695221374,,129194777.4
2953,1996,2,0.360340366,,Los Angeles,Urban,2,3.846114755,,297665160.4
2089,1979,2,0.710082581,,Los Angeles,Urban,4,3.706736869,,213188418.2
1482,1958,1,0.291441965,,Los Angeles,Suburban,3,3.62715111,,150424246.2
1935,2014,2,0.306238768,,Los Angeles,Rural,4,3.404250433,,195571512.6
1247,2008,1,0.374736186,,Houston,Urban,3,3.830284322,,127105952.3
1155,2013,1,0.711035893,,Houston,Rural,3,1.295483925,,119372340.8
2070,1957,0,0.900449283,,Houston,Urban,2,1.795369784,,212066899.1
2958,2001,0,0.707110886,,New York,Rural,3,2.485167837,,299781942
1453,1967,0,0.84503282,,Houston,Rural,1,3.539603479,,150120634.4
1200,2007,2,0.589204531,,Kansas City,Rural,1,2.515497135,,123304684.9
2683,1998,2,0.162030899,,Kansas City,Urban,2,3.244104218,,269618462.3
1123,1981,0,0.19041959,,Los Angeles,Suburban,4,1.416879716,,113768363.9
1000,1997,0,0.598952781,,Houston,Rural,4,1.757241439,,103456557
1967,1994,2,0.395020872,,Los Angeles,Suburban,4,3.195328285,,199299754
2782,2003,1,0.298511266,,Los Angeles,Rural,1,1.494202027,,279974621.5
1854,1995,1,0.519631235,,Kansas City,Suburban,4,2.054067804,,188512211.3
1639,1980,0,0.699847067,,Kansas City,Rural,4,1.794598773,,167948830.2
1190,1986,0,0.446492753,,Los Angeles,Suburban,2,2.049585083,,121671182.6
2602,1965,0,0.822288031,,Kansas City,Rural,4,3.124972147,,265035813.1
1515,1995,1,0.764670922,,Los Angeles,Rural,1,2.103541543,,155691120.2
1441,1995,0,0.761423394,,Los Angeles,Suburban,1,2.665789968,,148297051.2
2944,2010,1,0.986670721,,Los Angeles,Rural,1,1.299795631,,299565838.3
2838,1995,2,0.36570698,,New York,Urban,2,3.41505308,,286164663.9
2829,2000,2,0.680253028,,Kansas City,Rural,2,2.109665877,,286714490.1
1142,2011,2,0.869930506,,Kansas City,Rural,3,2.945602477,,119020572.7
2214,1984,0,0.621571991,,Houston,Urban,4,3.176168805,,225141072.6
1532,1991,2,0.810551959,,Kansas City,Urban,2,1.628982766,,157674933.5
1226,1994,1,0.473006967,,Houston,Urban,1,3.654024955,,125454086.7
2336,2017,1,0.631442211,,Los Angeles,Suburban,1,2.848672755,,237070861.5
2652,1996,1,0.150099754,,New York,Urban,2,2.286175425,,266376961.9
1948,1979,0,0.987190845,,Los Angeles,Suburban,2,1.547005551,,200171979.6
2325,1973,0,0.820016633,,Los Angeles,Urban,2,3.826902814,,237237100.9
2677,2015,1,0.881928164,,Los Angeles,Suburban,3,3.265204612,,272564531.2
1459,1992,1,0.72486485,,Houston,Urban,1,1.624073688,,149871129.8
2424,1983,1,0.26744503,,New York,Urban,3,2.013132324,,244258210.1
1550,1972,1,0.127925598,,Los Angeles,Rural,3,3.429022774,,156321804.7
1392,2010,2,0.878190947,,Houston,Urban,4,3.08703299,,144127482.2
2890,1986,1,0.456697588,,Los Angeles,Rural,1,3.297352878,,291785789.4
2787,1962,0,0.337478388,,New York,Urban,1,2.323603307,,280916662.2
1844,2020,0,0.605505663,,Los Angeles,Urban,2,3.149428788,,187778735.5
2230,1956,0,0.47880867,,Los Angeles,Rural,2,2.159481169,,225991004.4
1209,1991,0,0.686499396,,Kansas City,Rural,4,1.633788751,,124815031.1
2138,1987,0,0.53541391,,Houston,Suburban,3,2.898031105,,217024421.9
2760,2001,1,0.727509826,,New York,Rural,2,3.928041777,,280162152.3
1645,1993,1,0.868080943,,Houston,Suburban,2,1.931802914,,169255289.9
2274,2013,2,0.27600131,,Kansas City,Urban,1,2.382908777,,229098724.7
1218,1962,2,0.396489593,,Los Angeles,Rural,1,3.022004113,,124404098.3
1406,1977,2,0.493134028,,New York,Rural,2,2.624518846,,143632509.1
2466,1950,1,0.965852603,,New York,Urban,1,3.530283387,,252129034.3
2626,1992,2,0.428800252,,Houston,Urban,4,3.285228119,,265385393.4
2377,1991,1,0.442989865,,Los Angeles,Urban,2,1.174891612,,240283066.2
1887,1999,0,0.688125271,,Kansas City,Urban,1,3.995263702,,192610271.1
1557,2009,1,0.477279739,,Los Angeles,Rural,4,3.257207361,,158620689.2
1549,1950,1,0.956101371,,Houston,Urban,1,3.591709949,,160384885.1
1141,2000,0,0.905021884,,New York,Urban,1,2.953593136,,119011628.9
1611,1965,0,0.5620679,,New York,Rural,1,3.568855384,,164518003.7
1500,1988,0,0.680297711,,Los Angeles,Suburban,2,1.337148925,,153776774.7
1839,1964,2,0.152227506,,Los Angeles,Rural,3,2.043213507,,185299378.5
1701,1982,2,0.726157475,,Los Angeles,Suburban,1,3.629262831,,174297982.1
2570,2002,2,0.736480786,,Los Angeles,Urban,4,1.604965634,,261147776.4
2682,1966,0,0.423279366,,Kansas City,Rural,2,1.234726296,,270794001.3
2565,1955,2,0.297714595,,Kansas City,Urban,2,3.36435682,,258720899.7
2869,1980,0,0.923570562,,Kansas City,Rural,4,3.506458467,,292195837.2
2530,2018,0,0.484034411,,Kansas City,Suburban,1,1.487956655,,255606768.8
1595,1989,0,0.688335494,,Houston,Rural,3,3.563037948,,163528905.3
2904,1979,2,0.129995915,,New York,Urban,1,3.060303387,,291589502.3
1280,2018,2,0.47266045,,New York,Rural,4,2.56024805,,130820320.9
1423,1956,0,0.83553293,,Houston,Urban,2,3.490750578,,147174470.9
1855,1962,2,0.4488184,,Houston,Rural,3,2.257747748,,188408423.1
1269,1953,1,0.642845044,,Kansas City,Suburban,2,1.581981869,,130702873.9
1153,1999,2,0.28887022,,Los Angeles,Rural,4,1.85455803,,117243443
1613,1952,0,0.474873084,,New York,Rural,1,2.515492055,,164268027.3
2750,1961,0,0.934873946,,Houston,Rural,3,2.593992378,,280328919.2
1661,2014,0,0.609806575,,Los Angeles,Rural,2,3.416742479,,169550288.6
2967,1976,1,0.911738313,,Kansas City,Suburban,2,3.374058171,,301866745.9
1082,1999,0,0.91181737,,Houston,Urban,2,2.744099672,,113184894.3
2645,1966,0,0.94973302,,New York,Rural,1,3.34235645,,269834341.8
1946,2021,2,0.905852494,,New York,Rural,3,1.575320375,,199447411.5
1898,1981,1,0.102953016,,New York,Rural,1,1.150193581,,190681029.6
2449,2000,2,0.940613402,,Houston,Suburban,1,3.620901468,,250079634.6
2298,1966,0,0.223713495,,New York,Urban,1,1.226663481,,231345567.2
2736,1983,0,0.135933626,,Kansas City,Urban,4,1.740065289,,274810173
1283,1984,1,0.149849681,,New York,Rural,4,3.085956849,,129695695.2
1979,1973,0,0.414024576,,Kansas City,Rural,4,2.228343813,,200587248.7
1172,2003,1,0.658723677,,New York,Urban,3,3.62894191,,121035789
2350,1967,2,0.462080077,,Kansas City,Rural,1,1.893939384,,237822445.8
2741,1999,1,0.122998856,,Houston,Rural,1,1.03561404,,274982665.3
2086,1995,2,0.528834371,,Kansas City,Rural,4,1.901966922,,211766819.4
2096,1997,0,0.497917668,,Houston,Suburban,1,2.734225148,,212474655.2
1762,1982,2,0.781164339,,Los Angeles,Suburban,1,2.127815126,,180560407.8
2659,1976,2,0.351651609,,Kansas City,Urban,2,2.604618267,,268228604.4
2398,1950,2,0.295778056,,Houston,Suburban,1,3.629794357,,242006124.9
1632,2008,1,0.330345062,,Los Angeles,Suburban,2,3.737455163,,165327034.4
2531,1959,2,0.37336584,,New York,Urban,1,1.797922194,,255511673.4
1786,1974,1,0.639248386,,Los Angeles,Suburban,3,2.38642142,,182390223.5
1942,2006,1,0.524372937,,Kansas City,Urban,4,2.647432046,,197325422.1
2011,2015,1,0.403205109,,Los Angeles,Rural,2,3.847337371,,203564575.8
1397,1964,0,0.436882742,,New York,Urban,4,3.995851957,,142679102.6
2143,1977,0,0.433831294,,Los Angeles,Urban,2,1.706221747,,216927123.1
1933,1962,0,0.975166025,,Kansas City,Urban,2,3.180939614,,198819400.6
2460,1963,1,0.309697289,,Kansas City,Rural,2,2.134093187,,248128543.4
2852,2015,0,0.836255404,,Houston,Rural,3,1.024324591,,289648101.4
1675,1983,2,0.737389754,,New York,Rural,1,1.027757567,,171554030.6
1935,1974,1,0.105013005,,New York,Urban,2,2.381698023,,194568692.4
1464,2003,0,0.993858596,,Los Angeles,Urban,3,2.465004739,,151804168.3
1285,1961,1,0.780795434,,New York,Urban,2,1.06770909,,132914055.3
1264,1958,0,0.714204628,,Kansas City,Urban,1,3.06078225,,130575581.8
1319,1980,2,0.464792237,,Los Angeles,Urban,2,1.882010166,,134720111.9
1672,2002,1,0.59968278,,Houston,Urban,3,2.679679305,,170674389.8
2399,1992,0,0.327943806,,Los Angeles,Urban,1,1.902757219,,241887425.8
1819,1987,0,0.131935065,,Los Angeles,Suburban,3,1.501402945,,183002280.5
1088,1991,2,0.852419493,,Houston,Rural,1,2.221521216,,113478711.6
2677,2021,2,0.906836044,,Los Angeles,Suburban,1,1.696820094,,272461441.7
2226,1997,0,0.246223573,,New York,Rural,4,2.604402931,,224356448.1
1820,2016,0,0.808350486,,Los Angeles,Urban,4,1.596485591,,186396488.9
2762,2015,1,0.767037406,,Los Angeles,Suburban,4,2.52521793,,280484578.4
2000,1965,1,0.260537502,,Los Angeles,Urban,1,1.472135545,,201773097.7
2978,1965,0,0.479645922,,Kansas City,Suburban,2,3.012924128,,300814198.9
1333,1980,2,0.480482129,,Kansas City,Suburban,3,3.261813053,,136352046.6
1221,2007,1,0.783967832,,New York,Urban,3,1.331182703,,126369677.9
1040,1977,0,0.853894815,,Houston,Suburban,3,2.403407236,,108829729.6
2731,1953,2,0.185297609,,Kansas City,Suburban,4,1.212615102,,274707434.2
1067,1959,2,0.606672311,,Kansas City,Rural,1,2.794547337,,110352952.6
1987,2000,0,0.785573647,,New York,Urban,4,1.793212894,,203077359.2
2799,1967,0,0.807571535,,New York,Urban,2,2.582873371,,284511573.2
1513,1996,1,0.233194172,,Houston,Suburban,1,2.552383028,,152862399.6
2896,1981,0,0.572954629,,Los Angeles,Urban,3,3.773063039,,293107752.9
2660,1979,1,0.871802836,,Los Angeles,Rural,4,2.647249668,,270997557.9
2645,1985,2,0.386666719,,Houston,Rural,4,2.748995439,,267069508.3
2621,1958,1,0.482605209,,Houston,Urban,2,2.204959377,,265123398
2960,1985,0,0.82392266,,Houston,Urban,2,3.84723881,,300698156.2
2655,1978,1,0.180387569,,New York,Rural,4,3.331557728,,267096804.7
2150,1965,2,0.873543961,,Los Angeles,Urban,2,1.856215871,,219936936
2278,1970,2,0.380041045,,Houston,Suburban,3,3.532628757,,230420152.4
1694,2013,0,0.101305285,,Houston,Urban,2,2.297189081,,170228815.6
2039,2015,1,0.310743231,,Los Angeles,Suburban,2,3.486001431,,205875166.3
1476,2008,0,0.180550577,,Los Angeles,Rural,4,3.468664205,,149037902.7
2085,1977,0,0.183146416,,New York,Urban,4,1.56661056,,209963227.9
1880,2004,2,0.723552161,,Kansas City,Rural,1,3.103423394,,192035517.6
1431,1980,1,0.292578702,,Kansas City,Urban,1,1.871928908,,144988288.2
2693,1982,0,0.941268127,,New York,Suburban,4,1.89247801,,274553276.5
1267,2009,2,0.564800092,,New York,Urban,2,1.889044231,,129875678.8
2058,1990,0,0.514088432,,Los Angeles,Rural,2,3.176704743,,208873695
1778,1995,1,0.490855166,,New York,Suburban,1,1.689478125,,180590986.7
2599,1998,0,0.723328876,,New York,Urban,1,1.002717506,,263766848.2
1493,2014,1,0.507036486,,Houston,Rural,1,3.14571056,,152186110.7
2585,1991,2,0.215740321,,New York,Rural,3,1.513554232,,260042218.2
2492,1972,2,0.892154963,,New York,Urban,3,1.313447186,,254204283.4
2790,1976,0,0.485555814,,Houston,Rural,1,1.712548362,,281841220.2
1660,1981,2,0.166604118,,Los Angeles,Suburban,2,2.139701567,,167343498.2
2348,1952,0,0.576429389,,Los Angeles,Urban,1,2.427718982,,238269225.9
2327,2009,0,0.682612173,,New York,Suburban,3,1.133710122,,236418089.1
2299,1966,1,0.348024218,,New York,Rural,2,3.911719998,,232338500.1
2892,1981,0,0.820306367,,Kansas City,Rural,3,3.14818916,,293897646
2986,1956,1,0.702798261,,Houston,Rural,2,1.969582196,,302716710
2707,2020,0,0.685307052,,Kansas City,Suburban,3,1.956091772,,274438242.1
2952,2018,1,0.478742458,,New York,Rural,2,2.345627648,,297914634.4
2012,2007,2,0.965723771,,Kansas City,Urban,2,2.878734468,,206464523.9
2224,1989,0,0.346770251,,Kansas City,Urban,2,1.4391192,,224511785.2
2468,1997,1,0.619934951,,Los Angeles,Rural,2,1.566789441,,250267184
2928,2000,0,0.378149642,,Houston,Urban,4,3.578303749,,295274121
2347,2006,1,0.770324278,,Los Angeles,Suburban,3,1.768764772,,238939278.7
2058,2020,1,0.143012335,,Los Angeles,Suburban,3,2.140584994,,206860605.6
1976,1986,0,0.141304481,,Kansas City,Rural,4,3.613815553,,198962558.6
1481,2004,0,0.829774873,,Houston,Urban,2,2.989443488,,152668082.6
1727,1990,2,0.490841345,,New York,Urban,2,2.025135638,,175611091.9
1479,1969,2,0.407062049,,Houston,Rural,3,3.051098637,,150624142.6
2088,1982,2,0.646774176,,Los Angeles,Suburban,4,1.059049646,,212558299.6
2031,1989,0,0.731709409,,Kansas City,Rural,2,3.20692798,,207269066.6
2324,1983,2,0.281081212,,New York,Urban,2,2.461048122,,234329984.7
1342,2011,1,0.266888117,,Los Angeles,Urban,2,3.439546442,,135972406.6
2454,1968,0,0.962335673,,Kansas City,Rural,1,3.863912956,,250826471.8
2447,1992,1,0.630697876,,Los Angeles,Suburban,4,3.777365648,,248511791.8
1331,2018,1,0.45110483,,Kansas City,Suburban,2,3.72779513,,135780108.8
1437,2012,1,0.821297525,,Houston,Rural,1,2.536509868,,148121725.9
2611,1959,0,0.572643063,,Los Angeles,Urban,4,2.080426342,,264639247.3
1173,1962,0,0.317496529,,Houston,Suburban,2,2.395105974,,119472115.6
1558,1954,2,0.286061775,,Houston,Rural,3,3.06968801,,157995535.5
1526,2007,2,0.45717334,,Kansas City,Urban,1,3.651993331,,155329766.2
2896,2008,2,0.873906274,,New York,Suburban,1,1.620958909,,294256103.3
1658,2008,2,0.155303124,,Houston,Suburban,2,3.754579475,,167073109.1
1025,1964,1,0.296673401,,Los Angeles,Rural,2,3.445540696,,104656782.6
1819,1950,0,0.903836637,,Los Angeles,Urban,1,3.936568046,,187129425.8
1604,1987,2,0.209561112,,Kansas City,Suburban,3,3.64075532,,162090862.2
1405,2002,1,0.666663146,,Houston,Rural,3,1.839811989,,144246301.6
1231,2001,0,0.292160231,,New York,Suburban,4,1.317867734,,124969641.2
1532,1950,0,0.645280163,,New York,Urban,2,1.336723216,,156991655.1
2842,1960,0,0.44479375,,Los Angeles,Suburban,3,1.873669956,,287029494
2573,2007,1,0.191509207,,Kansas City,Urban,4,2.842551172,,258770737.4
2811,1989,2,0.624227561,,Houston,Suburban,3,3.412960978,,284837109.9
1504,2009,0,0.714738472,,Los Angeles,Suburban,2,3.697750921,,154421023.7
2692,1993,1,0.712245357,,Kansas City,Rural,4,2.871260153,,273346571.3
1178,1955,0,0.673330968,,New York,Suburban,4,1.016893938,,121782921.9
1131,1977,1,0.550202303,,Los Angeles,Urban,4,1.55895033,,116417932.8
2846,1980,2,0.567525355,,Kansas City,Rural,3,1.299178612,,287940065.2
2478,1957,2,0.672076099,,New York,Urban,2,2.089973427,,251787128.5
1347,1954,0,0.721233426,,Kansas City,Urban,4,2.504052981,,139038971.1
1539,2003,2,0.689389065,,Los Angeles,Rural,1,1.130191536,,157621709.7
1771,1966,2,0.628251008,,Houston,Urban,2,2.045433927,,180819662.6
2429,1987,1,0.240255086,,Kansas City,Suburban,1,1.537539024,,244466590.9
1075,1958,1,0.289554885,,Houston,Rural,1,2.941210499,,109563365.2
2964,1963,0,0.334201619,,Los Angeles,Suburban,4,2.392817108,,298750469.4
1578,1975,1,0.927695491,,New York,Suburban,4,2.485952941,,163084923.9
1853,2011,2,0.783455583,,Kansas City,Urban,3,2.283075364,,189638508.6
2515,1974,1,0.597580138,,New York,Urban,3,3.868059131,,255193005.1
1193,1985,2,0.326851236,,Houston,Suburban,3,1.644205375,,121437571.6
2185,1982,0,0.199802371,,Houston,Rural,2,2.54999278,,219995261.3
1346,1952,2,0.908883303,,New York,Suburban,3,3.208052105,,139930020.4
1950,1960,1,0.903399414,,Los Angeles,Suburban,1,2.670533239,,200102287.1
2384,2007,1,0.199626036,,Houston,Urban,3,3.787062657,,239932159.9
2792,2013,1,0.817494999,,Los Angeles,Urban,4,2.133905067,,283717517.9
2607,1967,1,0.501980562,,New York,Suburban,3,2.391027417,,263839229.9
2110,1996,0,0.39157024,,Los Angeles,Suburban,2,1.265566946,,213287768.7
2957,1993,2,0.765194083,,Houston,Urban,2,2.826997333,,300027995.2
2285,2008,1,0.652896587,,New York,Suburban,1,1.864635905,,232049330.6
1213,1999,2,0.802027097,,Los Angeles,Urban,2,1.480927119,,125681205
2688,2018,0,0.166895975,,Los Angeles,Suburban,3,2.633593879,,270006999.4
2745,1978,2,0.386728318,,Kansas City,Rural,4,2.59693079,,277093411.4
2936,2016,1,0.387385165,,Houston,Rural,2,1.227614924,,295783996.9
1572,1951,2,0.396777783,,Kansas City,Suburban,1,3.09464636,,159865987.4
1779,1974,1,0.552231885,,Los Angeles,Urban,3,2.871316572,,181291508.2
1261,1968,1,0.354712423,,Houston,Suburban,1,1.567051848,,128336091
